status,source,destination_or_error
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\12-Y-nghia-10-duc-hieu-cua-duc-Phat1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\12-Y-nghia-10-duc-hieu-cua-duc-Phat1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\12-Y-nghia-10-duc-hieu-cua-duc-Phat1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\12-Y-nghia-10-duc-hieu-cua-duc-Phat1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\13-Nhu-Lai-Phap-than-la-gi1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\14-DBNB-la-dai-nhap-diet-tuc-Diet-la-diet-cai-gi-Tuc-la-the-nao1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\15-Vo-thuong-sanh-tru-di-diet-la-hien-tuong-trong-vu-tru-khong-thien-vi-nguoi-nao1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\16-Tai-sao-lai-goi-9-phuong-troi-10-phuong-chu-Phat1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\17-The-nao-la-Thua-GAP-Gioi-HUON1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\18-Duc-Phat-day-cach-cung-duong-duoc-phuoc-qua-ngang-nhau1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\19Tim-hieu-Phat-tanh-Phap-tanh-Tang-tanh-va-Phap-than1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\20-Y-nghia-Manh-quy-phu-moc-di-ky-thuong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 1\desktop.ini,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 1\desktop.ini
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\11-Tam-linh-khong-ben-do.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\12-Cac-thu-thien.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\13-Bai-ke-suy-gam-Than-thi-Bo-de-tho.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\14-Dao-Phat-khong-la-1-ton-giao.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\15-Hu-khong-vdap.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\16-Thien-the.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\17-Bo-dac-gia-la-vo-nga-Phap-vo-nga.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\18-Noi-ve-tu-thao-hoi-am.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\19-Tam-nang-tam-bat-nang-trong-dao-Phat.2mp3.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\20-Hon-em-con-cong-dan-nuoc-nao.mp3,
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\01Y-nghia-toan-bo-kinh-dien-Phat-giao.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\02Co-hon-la-ai.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\03Thang-7-cung-co-hon-xa-toi-vong-nhan.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\04Cung-co-hon-vao-mua-Vu-lan-dung-hay-sai.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\05Thien-duong-Dia-nguc-o-dau.-d5.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\06-Co-ma-hay-khong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\07-Van-de-phong-sanh-mp3.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\08-Van-de-de-tang.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\09-Su-mau-nhiem-con-so-7-than-trung-am.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\10-Thi-hien-là-the-nao.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\11-Tam-linh-khong-ben-do.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\11-Tam-linh-khong-ben-do.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\Vấn đáp Đại Bát Niết Bàn kinh tập 2\11-Tam-linh-khong-ben-do.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\Vấn đáp Đại Bát Niết Bàn kinh tập 2\11-Tam-linh-khong-ben-do.vi.txt
